info_final_performance,info_avarage_performance,info_sum_normalized_performance,info_avarage_end_point_distance,info_final_end_point_distance,info_sum_end_point_distance,info_sum_performance,info_avarage_normalized_performance,info_final_normalized_performance
-0.34037107,-0.29327852,2.067215,0.2067215,0.15962894,1.0336075,-1.4663925,0.413443,0.3192579
